GA5,GA10,GA15,GA,GO5,GO10,GO15,GO,MA5,MA10,MA15,MA,MS5,MS10,MS15,MS,aa
926.604,926.439,926.036,926.16,993.352,992.961,992.914,993.01,72.5797,72.5836,72.5952,72.605,56.9015,56.8889,56.8529,56.855,257
926.634,926.41,925.935,926.19,993.288,992.851,992.781,992.83,72.5758,72.5825,72.5878,72.605,56.9048,56.8871,56.8542,56.85,258
926.665,926.385,925.901,926.03,993.222,992.749,992.661,992.9,72.5728,72.5809,72.58,72.575,56.9079,56.8849,56.8565,56.86,259
926.698,926.366,925.93,926.4,993.154,992.657,992.557,992.5,72.5708,72.5789,72.5724,72.56,56.9108,56.8829,56.86,56.87,260
926.732,926.355,926.01,926.33,993.083,992.574,992.473,992.07,72.5699,72.5768,72.5659,72.5653,56.9136,56.8813,56.8646,56.869,261
926.767,926.353,926.123,926.1479,993.01,992.501,992.411,992.06,72.5702,72.5748,72.561,72.53,56.9163,56.8805,56.8703,56.85,262
926.804,926.36,926.249,926.2668,992.934,992.437,992.37,992.35,72.5718,72.5731,72.5582,72.5602,56.9187,56.8809,56.877,56.86,263
926.841,926.379,926.369,926.26,992.857,992.381,992.347,992.1,72.5746,72.5721,72.5575,72.56,56.921,56.8827,56.8846,56.8352,264
926.879,926.409,926.468,926.3672,992.776,992.333,992.337,992.12,72.5787,72.5721,72.5591,72.55,56.9231,56.886,56.8928,56.86,265
926.918,926.45,926.541,926.82,992.694,992.291,992.334,992.52,72.584,72.5734,72.5627,72.55,56.9251,56.8909,56.9014,56.905,266
926.957,926.503,926.588,926.7803,992.61,992.254,992.332,992.42,72.5905,72.5764,72.5682,72.555,56.9269,56.8974,56.9103,56.935,267
926.997,926.567,926.618,927.0225,992.524,992.222,992.326,992.5,72.5979,72.5812,72.5752,72.5738,56.9285,56.9053,56.9191,56.945,268
927.036,926.641,926.643,926.96,992.436,992.192,992.311,992.4,72.6063,72.5879,72.5835,72.595,56.93,56.9143,56.9277,56.94,269
927.075,926.723,926.677,926.58,992.347,992.165,992.286,992.455,72.6154,72.5967,72.5929,72.62,56.9313,56.9243,56.9359,56.94,270
927.114,926.812,926.732,926.5,992.257,992.138,992.25,992.22,72.6251,72.6073,72.6033,72.6134,56.9325,56.9347,56.9435,56.92,271
927.152,926.906,926.818,926.56,992.166,992.112,992.204,992.25,72.6351,72.6196,72.6146,72.64,56.9335,56.9453,56.9505,56.94,272
927.19,927.002,926.934,927.1699,992.075,992.084,992.152,992.14,72.6454,72.6333,72.6268,72.67,56.9344,56.9555,56.9567,56.955,273
927.227,927.099,927.076,926.9317,991.983,992.055,992.096,992.23,72.6557,72.648,72.6399,72.65,56.9352,56.9651,56.9622,56.967,274
927.262,927.193,927.23,927.11,991.892,992.023,992.038,992.12,72.6659,72.6633,72.6538,72.67,56.9358,56.9735,56.9669,56.98,275
927.297,927.282,927.382,927.265,991.801,991.988,991.98,991.8,72.6757,72.6785,72.6684,72.6587,56.9364,56.9806,56.9708,56.975,276
927.33,927.364,927.515,927.555,991.712,991.95,991.923,991.8,72.6851,72.6933,72.6834,72.6631,56.9369,56.9861,56.974,56.97,277
927.362,927.438,927.614,927.43,991.624,991.908,991.866,991.77,72.694,72.7071,72.6982,72.68,56.9373,56.9898,56.9766,56.975,278
927.392,927.5,927.67,927.83,991.538,991.863,991.808,991.71,72.7021,72.7194,72.7124,72.67,56.9376,56.9916,56.9785,56.97,279
927.421,927.551,927.681,927.6308,991.454,991.814,991.747,991.71,72.7096,72.7299,72.7253,72.65,56.9379,56.9915,56.9799,56.9645,280
927.448,927.589,927.651,927.58,991.372,991.76,991.682,991.77,72.7164,72.7383,72.7364,72.66,56.9382,56.9897,56.9807,56.979,281
927.473,927.614,927.592,927.2092,991.294,991.703,991.613,991.51,72.7224,72.7445,72.7453,72.7262,56.9384,56.9863,56.9808,56.98,282
927.497,927.626,927.521,927.18,991.219,991.642,991.54,991.58,72.7277,72.7485,72.7515,72.79,56.9385,56.9816,56.9804,56.97,283
927.519,927.626,927.454,927.03,991.148,991.576,991.466,991.62,72.7323,72.7503,72.7551,72.77,56.9387,56.9758,56.9794,56.97,284
927.539,927.616,927.409,926.86,991.08,991.507,991.393,991.26,72.7364,72.7502,72.7563,72.78,56.9389,56.9692,56.9777,56.97,285
927.557,927.597,927.396,927.24,991.018,991.435,991.325,991.56,72.74,72.7487,72.7555,72.78,56.9391,56.9623,56.9754,56.985,286
927.573,927.571,927.42,926.8088,990.959,991.359,991.265,991.688,72.7432,72.746,72.7535,72.7602,56.9393,56.9553,56.9725,56.9831,287
927.588,927.54,927.479,926.98,990.906,991.28,991.216,991.27,72.7463,72.7427,72.7509,72.76,56.9395,56.9486,56.969,56.96,288
927.601,927.508,927.565,927.5752,990.858,991.198,991.177,991.25,72.7492,72.7394,72.7487,72.765,56.9398,56.9423,56.9649,56.9666,289
927.613,927.478,927.663,927.4684,990.815,991.115,991.148,991.21,72.7522,72.7366,72.7475,72.78,56.9401,56.9368,56.9604,56.963,290
927.623,927.451,927.757,927.53,990.777,991.03,991.123,991.35,72.7554,72.7347,72.748,72.777,56.9405,56.9321,56.9555,56.96,291
927.631,927.431,927.832,927.68,990.745,990.945,991.097,991.22,72.7589,72.7341,72.7504,72.76,56.9409,56.9285,56.9506,56.97,292
927.639,927.419,927.875,927.245,990.718,990.86,991.063,991.13,72.7627,72.7352,72.7548,72.765,56.9414,56.9258,56.9456,56.94,293
927.646,927.419,927.881,927.816,990.697,990.777,991.014,990.91,72.767,72.7382,72.7609,72.78,56.942,56.9241,56.9409,56.95,294
927.651,927.431,927.849,928.32,990.681,990.696,990.945,991.04,72.7718,72.7431,72.768,72.77,56.9426,56.9234,56.9366,56.94,295
927.656,927.456,927.785,927.84,990.671,990.62,990.853,990.73,72.7772,72.7498,72.7757,72.7602,56.9434,56.9235,56.933,56.91,296
927.66,927.495,927.701,928.165,990.666,990.548,990.738,990.5,72.783,72.7583,72.7831,72.79,56.9442,56.9243,56.9301,56.92,297
927.664,927.547,927.613,928.138,990.666,990.484,990.606,990.24,72.7894,72.7681,72.7895,72.7735,56.9451,56.9257,56.9282,56.9101,298
927.668,927.612,927.534,928.02,990.671,990.429,990.463,990.025,72.7962,72.779,72.7946,72.76,56.946,56.9275,56.9273,56.93,299
927.672,927.688,927.478,928,990.681,990.383,990.32,990.3,72.8034,72.7905,72.798,72.76,56.9471,56.9296,56.9275,56.92,300
927.676,927.773,927.456,927.94,990.695,990.349,990.19,990.21,72.8108,72.8021,72.7999,72.79,56.9482,56.9319,56.9287,56.905,301
927.68,927.864,927.472,927.91,990.713,990.327,990.086,990.1,72.8183,72.8134,72.8005,72.8,56.9494,56.9343,56.9308,56.9035,302
927.685,927.96,927.525,927.71,990.735,990.319,990.018,990.05,72.8258,72.824,72.8006,72.8,56.9506,56.9367,56.9337,56.93,303
927.69,928.056,927.61,927.96,990.76,990.326,989.996,990.09,72.8331,72.8334,72.8008,72.82,56.9519,56.9391,56.9372,56.945,304
927.697,928.15,927.72,927.97,990.787,990.347,990.024,989.92,72.8401,72.8413,72.8018,72.82,56.9533,56.9416,56.9411,56.97,305
927.705,928.238,927.845,928.13,990.818,990.384,990.102,990.3,72.8466,72.8477,72.8043,72.8072,56.9547,56.9441,56.9452,56.95,306
927.714,928.318,927.976,928.335,990.85,990.435,990.226,990.1225,72.8526,72.8524,72.8087,72.8001,56.9561,56.9466,56.9491,56.95,307
927.724,928.386,928.103,928.033,990.883,990.5,990.386,990.04,72.8577,72.8554,72.8151,72.8199,56.9576,56.9493,56.9528,56.98,308
927.736,928.44,928.221,928.29,990.917,990.578,990.571,990.16,72.8621,72.8568,72.8233,72.831,56.9591,56.9522,56.956,56.97,309
927.75,928.479,928.326,928.33,990.952,990.668,990.768,990.2625,72.8655,72.8569,72.8327,72.845,56.9606,56.9552,56.9585,56.985,310
927.766,928.501,928.414,927.66,990.986,990.767,990.964,990.7,72.868,72.856,72.8427,72.84,56.9621,56.9585,56.9604,56.985,311
927.784,928.506,928.485,928.06,991.02,990.872,991.145,990.8956,72.8694,72.8542,72.8522,72.8382,56.9636,56.962,56.9616,56.98,312
927.804,928.494,928.537,927.9696,991.053,990.982,991.302,991.38,72.8699,72.8521,72.8603,72.87,56.965,56.9656,56.9621,56.975,313
927.826,928.464,928.569,928.4,991.084,991.093,991.428,991.33,72.8694,72.8499,72.8663,72.85,56.9664,56.9694,56.962,56.96,314
927.85,928.42,928.579,928.73,991.113,991.202,991.52,991.4,72.868,72.8479,72.8695,72.865,56.9678,56.9731,56.9615,56.95,315
927.876,928.363,928.565,928.695,991.14,991.306,991.577,991.99,72.8658,72.8463,72.8699,72.855,56.9691,56.9768,56.9607,56.95,316
927.905,928.295,928.526,928.38,991.163,991.401,991.601,991.85,72.863,72.8454,72.8675,72.87,56.9703,56.9802,56.9599,56.955,317
927.935,928.219,928.462,928.32,991.184,991.486,991.599,991.6701,72.8596,72.8451,72.8629,72.835,56.9714,56.9832,56.9592,56.96,318
927.968,928.139,928.375,928.68,991.2,991.556,991.574,991.35,72.8558,72.8456,72.8571,72.84,56.9725,56.9857,56.9587,56.9744,319
928.003,928.058,928.272,928.6025,991.212,991.609,991.534,991.43,72.8518,72.8468,72.851,72.84,56.9734,56.9875,56.9586,56.975,320
928.04,927.979,928.161,928.31,991.22,991.644,991.484,991.42,72.8478,72.8485,72.8457,72.8556,56.9742,56.9884,56.9591,56.95,321
928.079,927.907,928.051,928.48,991.223,991.658,991.429,991.51,72.8439,72.8506,72.8421,72.88,56.9749,56.9885,56.96,56.97,322
928.119,927.843,927.955,928.13,991.221,991.652,991.374,991.55,72.8403,72.8527,72.841,72.89,56.9754,56.9877,56.9613,56.98,323
928.161,927.79,927.883,928.03,991.214,991.624,991.322,991.66,72.8372,72.8548,72.8427,72.885,56.9758,56.986,56.963,56.96,324
928.204,927.751,927.843,927.95,991.202,991.575,991.273,991.49,72.8346,72.8565,72.8471,72.86,56.9761,56.9833,56.965,56.95,325
928.249,927.728,927.838,927.84,991.184,991.505,991.228,991.29,72.8328,72.8577,72.8537,72.889,56.9762,56.9798,56.9669,56.95,326
928.294,927.721,927.867,927.71,991.161,991.417,991.188,991.06,72.8317,72.8582,72.8617,72.865,56.9761,56.9757,56.9688,56.99,327
928.34,927.73,927.922,927.81,991.133,991.313,991.15,991.19,72.8315,72.8581,72.8701,72.88,56.9758,56.9711,56.9702,56.98,328
928.386,927.755,927.993,927.97,991.1,991.195,991.114,991.32,72.8321,72.8572,72.8778,72.87,56.9754,56.9662,56.9712,56.97,329
928.432,927.795,928.065,927.8,991.062,991.066,991.074,991.39,72.8336,72.8558,72.8836,72.85,56.9748,56.9612,56.9714,56.95,330
928.478,927.849,928.124,927.855,991.019,990.931,991.029,990.89,72.8358,72.8538,72.8868,72.855,56.9741,56.9563,56.9709,56.91,331
928.523,927.914,928.159,927.85,990.971,990.791,990.974,991.01,72.8389,72.8516,72.8869,72.855,56.9731,56.9517,56.9696,56.965,332
928.567,927.988,928.163,927.892,990.919,990.652,990.905,990.84,72.8425,72.8494,72.8837,72.84,56.972,56.9477,56.9676,56.955,333
928.61,928.068,928.134,927.63,990.863,990.517,990.818,990.85,72.8467,72.8474,72.8777,72.825,56.9708,56.9442,56.9649,56.95,334
928.651,928.151,928.08,927.76,990.803,990.39,990.712,990.365,72.8512,72.846,72.8695,72.83,56.9693,56.9415,56.9616,56.935,335
928.69,928.234,928.012,927.85,990.74,990.272,990.587,990.35,72.856,72.8453,72.8601,72.825,56.9678,56.9397,56.9581,56.93,336
928.726,928.314,927.945,927.95,990.674,990.169,990.443,990.55,72.8608,72.8456,72.8506,72.83,56.966,56.9386,56.9545,56.925,337
928.76,928.388,927.898,928.15,990.605,990.08,990.288,990.52,72.8654,72.847,72.8422,72.865,56.9642,56.9383,56.9511,56.935,338
928.79,928.455,927.884,928.15,990.535,990.009,990.126,990.55,72.8698,72.8496,72.8357,72.855,56.9622,56.9386,56.9481,56.945,339
928.816,928.513,927.914,928.19,990.463,989.956,989.97,990.18,72.8738,72.8533,72.8319,72.865,56.9601,56.9395,56.9457,56.949,340
928.839,928.56,927.992,928.13,990.391,989.921,989.829,990,72.8772,72.858,72.8311,72.85,56.958,56.9408,56.9441,56.95,341
928.857,928.596,928.113,928.04,990.318,989.904,989.715,989.83,72.8799,72.8635,72.8334,72.87,56.9557,56.9422,56.9433,56.95,342
928.87,928.621,928.265,928.28,990.246,989.904,989.639,989.92,72.8818,72.8695,72.8383,72.86,56.9534,56.9438,56.9434,56.98,343
928.878,928.634,928.431,928.39,990.174,989.919,989.606,989.66,72.8828,72.8757,72.8451,72.87,56.951,56.9452,56.9444,56.97,344
928.88,928.639,928.592,928.75,990.104,989.947,989.622,989.74,72.8829,72.8816,72.8531,72.865,56.9486,56.9463,56.946,56.99,345
928.877,928.635,928.729,928.5608,990.036,989.985,989.683,989.59,72.8822,72.887,72.8614,72.8775,56.9462,56.9471,56.9482,56.955,346
928.867,928.624,928.826,928.7496,989.971,990.03,989.785,989.65,72.8806,72.8915,72.8691,72.8844,56.9438,56.9475,56.9508,56.93,347
928.851,928.61,928.876,928.69,989.909,990.079,989.916,989.9,72.8781,72.8948,72.8755,72.89,56.9414,56.9474,56.9533,56.925,348
928.828,928.594,928.879,928.45,989.85,990.128,990.063,990.28,72.8749,72.8967,72.8803,72.9,56.939,56.947,56.9557,56.9501,349
928.798,928.577,928.843,928.64,989.796,990.175,990.209,990.26,72.8711,72.897,72.8833,72.88,56.9368,56.9462,56.9577,56.97,350
928.76,928.563,928.781,928.31,989.746,990.216,990.338,990.62,72.8668,72.8957,72.8844,72.88,56.9346,56.9453,56.9591,56.97,351
928.716,928.553,928.711,928.42,989.701,990.248,990.438,990.21,72.8622,72.8929,72.8841,72.88,56.9325,56.9445,56.9599,56.945,352
928.663,928.548,928.651,928.5,989.662,990.269,990.499,990.28,72.8573,72.8888,72.8828,72.85,56.9306,56.9437,56.9599,56.96,353
928.603,928.548,928.614,928.68,989.629,990.277,990.515,990.52,72.8525,72.8837,72.8809,72.845,56.9289,56.9434,56.9592,56.955,354
928.536,928.553,928.609,928.648,989.602,990.272,990.487,990.91,72.8477,72.8779,72.879,72.84,56.9273,56.9435,56.9579,56.97,355
928.46,928.564,928.637,928.775,989.581,990.252,990.42,990.54,72.8432,72.8718,72.8773,72.88,56.9259,56.9444,56.9564,56.99,356
928.376,928.578,928.688,929.04,989.567,990.218,990.325,990.28,72.8392,72.866,72.8761,72.888,56.9247,56.9459,56.9546,57,357
928.285,928.594,928.751,928.99,989.561,990.17,990.213,989.7,72.8357,72.8607,72.8756,72.895,56.9238,56.9483,56.9531,57,358
928.186,928.608,928.807,929.1675,989.561,990.111,990.095,989.8,72.8328,72.8565,72.8757,72.88,56.9231,56.9515,56.952,56.965,359
928.079,928.618,928.837,929.31,989.569,990.041,989.984,989.92,72.8307,72.8537,72.8763,72.87,56.9227,56.9553,56.9515,56.965,360
927.964,928.62,928.828,929.04,989.584,989.965,989.885,989.84,72.8293,72.8524,72.8774,72.87,56.9226,56.9597,56.9519,56.94,361
927.842,928.61,928.771,928.52,989.606,989.884,989.805,990.28,72.8287,72.8529,72.8787,72.855,56.9228,56.9644,56.9533,56.95,362
927.712,928.583,928.664,928.8,989.636,989.803,989.741,989.9,72.8289,72.8552,72.8801,72.89,56.9233,56.9692,56.9557,56.96,363
927.576,928.536,928.514,928.63,989.672,989.724,989.692,989.73,72.8298,72.8591,72.8818,72.8734,56.9242,56.9737,56.9589,56.965,364
927.433,928.465,928.333,928.375,989.716,989.652,989.651,989.44,72.8314,72.8644,72.8838,72.87,56.9254,56.9777,56.9627,56.96,365
927.283,928.367,928.139,928.155,989.767,989.589,989.612,989.16,72.8336,72.8708,72.8861,72.86,56.927,56.9808,56.9668,56.97,366
927.127,928.238,927.948,928.22,989.825,989.54,989.572,989.5064,72.8362,72.8779,72.8889,72.89,56.9289,56.9828,56.9708,56.955,367
926.965,928.077,927.771,927.93,989.888,989.506,989.528,989.16,72.8393,72.8851,72.8922,72.925,56.9312,56.9833,56.9742,56.965,368
926.798,927.883,927.616,927.8175,989.958,989.492,989.483,989.13,72.8425,72.892,72.8959,72.93,56.9338,56.9823,56.9765,56.965,369
926.626,927.654,927.478,927.09,990.034,989.498,989.443,989.3796,72.8458,72.8981,72.8997,72.93,56.9369,56.9797,56.9773,56.97,370
926.449,927.393,927.347,927.17,990.116,989.526,989.419,989.325,72.8491,72.9029,72.9034,72.925,56.9403,56.9754,56.9763,56.9636,371
926.269,927.1,927.204,927.11,990.202,989.576,989.42,989.58,72.8522,72.9061,72.9064,72.92,56.9441,56.9695,56.973,56.94,372
926.084,926.78,927.026,927.19,990.293,989.65,989.461,989.39,72.8551,72.9072,72.908,72.92,56.9482,56.9623,56.9674,56.925,373
925.897,926.434,926.793,926.97,990.388,989.745,989.549,989.39,72.8575,72.9062,72.9076,72.915,56.9528,56.9541,56.9596,56.925,374
925.707,926.069,926.486,927.31,990.487,989.862,989.69,,72.8595,72.903,72.9048,72.905,56.9576,56.9453,56.9497,56.915,375
925.515,925.689,926.099,927.63,990.589,989.998,989.883,,72.8609,72.8977,72.8991,72.885,56.9629,56.9364,56.9383,56.925,376
925.322,925.3,925.632,927.935,990.695,990.152,990.123,,72.8619,72.8905,72.8905,72.906,56.9684,56.9279,56.9259,56.935,377
925.127,924.909,925.101,927.8,990.802,990.32,990.395,,72.8623,72.8817,72.879,72.88,56.9743,56.9203,56.9134,56.93,378
,,,,,,,,72.8622,72.8718,72.8653,72.8456,56.9805,56.9142,56.9015,56.93,379
,,,,,,,,72.8616,72.8612,72.85,72.78,56.9869,56.9101,56.8914,56.94,380
,,,,,,,,72.8608,72.8506,72.8343,72.79,56.9937,56.9085,56.8839,56.92,381
,,,,,,,,72.8597,72.8405,72.8193,72.8,57.0006,56.9098,56.88,56.895,382
,,,,,,,,72.8585,72.8313,72.8061,72.79,57.0078,56.9141,56.8804,56.89,383
,,,,,,,,72.8574,72.8236,72.7958,72.81,57.0152,56.9216,56.8857,56.91,384
,,,,,,,,72.8565,72.8178,72.7892,72.815,57.0227,56.9324,56.8963,56.9,385
,,,,,,,,72.856,72.8141,72.7866,72.815,57.0304,56.9462,56.9123,56.9,386
,,,,,,,,72.856,72.8127,72.7883,72.805,57.0382,56.9629,56.9334,56.9,387
,,,,,,,,72.8567,72.8137,72.794,72.785,57.0461,56.9819,56.9591,56.89,388
,,,,,,,,72.8582,72.8171,72.8032,72.765,57.054,57.0028,56.9886,56.88,389
,,,,,,,,72.8606,72.8227,72.8149,72.72,57.0619,57.0249,57.021,56.82,390